"","M1","M2","M3","M4","M5","M6","M7","M8","M9","N1","N2","N3","N4","N5","N6","N7","N8","N9","P1","P2","P3","P4","P5","P6","P7","P8","P9","country","source"
"221",5,5,3,4,3,4,5,2,5,3,2,2,3,2,2,4,2,4,4,1,2,3,2,3,3,5,4,"GB",1
"222",5,4,5,5,5,5,5,4,5,1,1,1,3,3,5,1,4,2,3,1,4,2,4,5,5,1,1,"SG",1
"223",4,5,5,1,5,5,2,2,5,5,1,5,1,5,1,5,1,5,5,1,2,5,5,5,5,2,5,"IE",1
"224",3,4,4,4,5,5,5,1,5,2,5,5,4,3,5,1,5,5,4,2,3,1,5,5,5,5,4,"IE",1
"225",5,4,4,3,5,4,5,4,5,3,5,3,4,3,4,1,2,4,3,2,4,4,4,4,2,1,4,"US",1
"226",4,4,2,5,4,5,3,1,4,3,4,2,1,3,2,2,4,1,4,4,1,2,4,3,5,1,1,"TT",1
"227",2,5,4,4,5,4,5,4,5,2,4,3,4,4,5,4,1,3,4,2,4,2,5,3,5,4,4,"GB",3
"228",4,2,3,4,3,2,1,3,5,3,4,2,3,4,5,2,2,2,2,3,1,1,3,2,2,2,1,"GB",1
"229",5,5,5,4,5,5,5,5,5,5,5,4,1,5,1,5,1,5,5,2,5,4,5,5,1,3,3,"CA",1
"230",3,3,3,3,2,3,4,3,3,4,3,4,2,4,4,3,5,3,1,5,2,1,4,2,5,1,3,"US",1
"231",4,4,2,4,2,3,4,4,5,4,4,2,2,2,4,4,3,4,3,3,3,4,4,2,4,1,2,"BA",1
"232",4,1,3,1,1,1,1,1,1,2,5,2,2,3,5,1,3,1,1,5,1,1,1,1,5,1,2,"IT",1
"233",4,2,3,4,2,4,4,3,4,2,4,3,3,3,3,2,3,4,2,3,3,4,5,2,4,1,4,"DK",3
"234",5,5,4,5,5,5,5,2,5,3,2,1,1,4,3,1,4,2,4,4,5,2,5,3,2,2,5,"PL",2
"235",3,1,4,5,1,3,5,1,4,2,3,2,2,3,5,4,3,2,2,4,3,2,1,1,3,1,2,"HU",1
"236",4,5,4,4,5,5,4,4,5,5,2,4,5,5,1,4,1,5,3,3,5,4,5,4,2,3,5,"GR",1
"237",2,4,4,1,4,4,5,2,4,1,2,4,1,3,4,1,3,3,2,1,3,5,4,1,1,5,2,"US",1
"238",4,3,3,3,3,3,3,2,3,3,4,2,3,3,4,2,3,3,2,4,1,2,3,3,1,1,3,"US",1
"239",4,4,3,2,4,4,4,3,4,4,3,3,3,4,3,3,3,4,4,4,2,3,4,4,2,3,5,"US",2
"240",5,5,5,5,5,5,5,4,5,5,1,3,3,5,1,5,1,5,5,3,2,4,5,5,3,5,5,"NO",1
"241",4,1,1,1,1,1,3,2,1,3,5,1,1,1,4,1,5,1,2,3,1,3,2,1,4,1,1,"GB",2
"242",5,4,4,5,5,4,5,4,4,4,5,2,4,3,4,4,1,5,5,3,1,3,2,3,1,2,3,"CA",3
"243",4,3,3,3,2,3,5,4,3,3,4,2,3,4,4,1,4,4,2,3,2,1,4,2,5,3,2,"GB",2
"244",5,5,3,5,4,4,5,5,5,4,2,2,4,5,4,5,1,5,4,4,2,2,5,3,5,1,3,"GB",1
"245",5,5,5,5,4,4,5,4,4,4,2,3,4,5,4,4,2,5,2,4,3,4,4,3,5,4,5,"GB",1
"246",4,2,2,3,2,1,4,2,2,4,4,2,2,3,2,3,3,2,2,4,1,2,2,3,4,2,1,"AU",3
"247",5,5,4,5,5,5,5,4,5,4,2,2,4,5,1,3,1,4,2,5,2,1,5,4,5,1,4,"US",3
"248",4,3,3,4,4,2,4,4,4,3,5,3,3,3,3,3,2,4,2,2,2,4,4,3,2,2,4,"GB",1
"249",5,3,4,4,4,4,4,4,4,2,2,3,2,4,4,4,4,4,3,4,2,4,4,3,5,1,3,"US",3
"250",5,5,3,1,5,5,5,3,5,3,5,1,1,4,5,1,1,1,3,1,1,1,3,3,5,1,1,"US",3
"251",5,4,4,1,5,4,5,3,5,2,5,1,2,3,3,1,4,4,4,5,1,1,5,3,5,1,3,"GB",1
"252",5,4,3,4,4,4,5,3,3,4,3,3,5,4,5,3,1,4,4,1,3,4,4,4,4,1,3,"US",3
"253",4,1,2,3,2,2,4,1,4,3,5,1,1,1,5,1,2,4,1,4,2,1,1,2,5,1,1,"US",1
"254",5,5,5,4,5,5,5,5,5,4,2,5,4,5,2,5,1,5,5,3,2,1,4,4,2,5,5,"BG",1
"255",4,2,3,4,2,3,4,1,3,1,5,2,2,3,4,2,2,2,3,3,1,3,2,2,4,2,1,"DK",1
"256",5,5,5,4,5,5,5,5,2,4,3,5,5,5,2,5,1,5,5,4,2,5,5,5,2,5,5,"PT",1
"257",5,3,4,4,5,4,4,1,4,3,5,4,2,3,5,3,1,5,4,2,1,4,3,4,2,2,2,"GB",1
"258",5,5,5,4,4,5,4,4,4,4,1,4,2,5,3,4,2,5,5,2,5,2,5,3,3,2,4,"GB",3
"259",5,2,5,5,4,5,5,3,5,3,1,3,3,5,3,3,2,4,2,4,4,2,4,2,5,1,1,"US",1
"260",5,4,5,4,5,5,5,2,4,5,2,4,3,5,2,5,2,5,4,2,2,2,5,4,2,4,2,"US",1
"261",5,4,1,1,5,2,5,4,5,4,4,3,4,1,4,5,2,5,5,2,5,5,5,5,1,5,5,"GB",3
"262",5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,5,5,5,5,2,5,5,"GB",1
"263",4,2,3,2,3,2,4,2,5,2,2,2,2,3,3,4,5,3,1,2,4,3,3,2,4,2,2,"US",1
"264",3,4,5,5,4,4,4,4,5,3,2,3,3,4,1,4,2,4,3,2,4,3,4,3,3,4,3,"US",2
"265",4,5,3,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,1,5,5,1,5,5,1,"BR",1
"266",5,2,4,4,5,3,4,4,4,4,5,4,4,5,2,4,1,4,2,4,2,1,1,2,3,4,1,"US",1
"267",5,4,4,4,5,4,5,4,5,3,1,4,3,3,4,4,1,5,5,2,1,4,4,4,2,2,1,"GB",3
"268",4,1,1,3,1,1,4,2,1,3,5,1,1,1,5,1,3,1,2,4,1,1,2,4,5,1,1,"US",3
"269",4,5,4,5,4,5,5,5,5,5,1,4,4,5,2,4,1,5,4,2,4,5,5,4,2,5,4,"GB",1
"270",4,1,2,4,2,2,4,3,4,3,2,2,2,4,4,2,2,3,1,5,3,1,3,2,4,1,1,"US",1
"271",5,5,5,5,5,5,5,5,5,5,1,5,3,5,3,5,1,5,5,5,2,5,5,5,1,1,5,"GB",1
"272",4,4,3,2,3,3,5,4,3,2,3,4,1,3,5,1,5,5,1,5,3,3,3,4,4,2,2,"CA",3
"273",5,5,4,3,5,4,5,4,5,5,1,5,4,5,1,5,1,5,5,2,4,5,3,4,2,5,2,"US",1
"274",4,1,1,4,1,1,2,2,1,2,2,2,1,4,4,1,3,3,1,3,1,1,2,1,4,1,1,"AU",3
"275",4,4,3,4,3,1,1,1,5,5,1,3,1,3,5,4,5,1,1,4,1,1,1,1,5,1,1,"US",3
"276",5,5,5,4,4,5,5,5,5,5,4,2,3,5,4,5,1,3,3,1,1,2,5,4,2,2,5,"US",3
"277",4,4,3,3,4,4,4,3,4,3,3,3,2,4,3,2,4,2,3,2,2,3,5,3,5,2,2,"US",3
"278",5,4,1,1,2,4,4,4,5,5,2,4,2,1,2,2,1,5,5,2,5,2,5,4,2,2,4,"GB",3
"279",4,3,4,2,5,3,4,3,4,4,1,4,2,4,2,3,2,4,3,2,2,2,3,4,3,2,1,"US",1
"280",4,4,3,5,5,3,4,0,5,2,3,3,3,4,4,2,3,5,2,5,4,3,4,2,2,3,2,"BE",3
"281",4,2,3,2,2,2,4,2,2,3,3,2,2,3,4,3,3,3,1,3,1,3,4,2,1,3,1,"US",3
"282",5,4,3,2,4,4,5,3,3,3,5,2,2,3,5,1,2,4,4,4,2,3,4,4,5,2,3,"US",1
"283",5,5,4,5,5,5,5,2,5,1,5,1,3,4,2,3,5,5,5,1,5,5,5,5,2,5,4,"CA",1
"284",5,3,5,4,3,4,5,2,2,4,4,3,3,4,3,3,2,2,3,1,3,2,4,4,4,2,2,"ID",3
"285",4,1,1,2,1,1,5,3,2,2,4,1,1,1,5,1,5,2,1,5,1,1,2,1,5,1,1,"US",1
"286",5,3,3,4,3,4,5,3,2,4,1,3,2,5,1,4,3,2,3,5,2,3,2,2,5,1,2,"US",3
"287",4,1,3,2,2,2,3,2,4,3,3,2,3,3,2,1,4,4,2,4,1,1,2,4,5,1,1,"US",3
"288",5,4,3,5,5,5,5,5,5,5,4,3,3,5,3,5,2,5,4,3,3,5,5,5,5,3,5,"US",1
"289",4,4,4,2,5,4,5,2,5,4,1,3,3,4,4,3,2,4,2,1,3,2,3,4,5,4,3,"GB",3
"290",4,5,5,5,3,5,4,5,5,2,2,1,1,5,5,2,3,3,3,3,3,1,4,3,5,3,3,"US",1
"291",3,3,3,3,4,5,3,1,4,4,3,4,3,3,3,4,2,3,4,2,1,4,4,3,2,1,2,"US",3
"292",5,5,4,2,4,4,5,4,4,4,1,3,3,4,2,3,4,3,3,4,4,2,4,3,4,2,3,"US",1
"293",5,1,1,1,1,1,5,2,1,1,5,1,1,1,4,1,5,1,1,5,1,1,1,1,5,1,1,"CA",3
"294",5,2,1,3,2,3,5,3,3,3,3,2,3,5,3,3,3,5,4,4,3,2,4,3,1,1,3,"PH",1
"295",4,4,5,1,4,2,5,4,4,4,4,2,4,4,1,4,4,5,2,2,1,5,1,4,3,4,5,"US",2
"296",4,2,2,4,4,2,5,2,3,3,5,1,2,1,5,4,4,3,1,5,2,1,3,2,5,1,2,"US",1
"297",4,2,2,2,1,1,3,1,2,1,5,1,1,1,4,1,3,1,1,2,1,1,1,1,5,1,1,"AU",1
"298",4,1,3,4,5,3,4,3,3,1,3,1,2,4,5,1,5,1,4,3,3,3,5,3,2,1,2,"US",1
"299",5,4,4,4,5,5,5,5,4,3,4,1,4,4,4,3,2,4,4,4,4,4,5,3,5,1,2,"US",1
"300",5,5,5,5,5,5,5,1,5,4,3,4,2,4,3,1,1,3,2,1,2,2,5,4,1,1,4,"US",1
"301",4,5,2,2,3,4,5,3,4,4,2,2,2,3,2,5,3,5,5,2,3,4,4,4,2,4,2,"AU",1
"302",3,4,3,4,4,4,5,1,3,4,1,5,2,3,5,4,1,5,4,2,4,5,4,3,3,1,4,"US",1
"303",3,2,3,1,1,1,5,4,3,3,1,3,1,4,5,3,1,3,1,4,1,2,4,1,5,4,1,"US",1
"304",4,4,4,4,4,4,4,2,4,3,2,3,2,3,4,2,3,4,4,3,2,5,5,3,4,2,3,"US",1
"305",5,1,1,1,3,2,5,4,2,3,5,2,3,1,5,4,1,3,2,3,1,1,4,2,2,5,3,"AT",1
"306",4,2,2,2,3,3,3,2,4,2,3,2,2,3,4,4,2,2,4,3,2,2,4,2,4,3,2,"IN",1
"307",4,4,4,4,5,4,4,4,5,4,2,3,4,3,2,3,4,5,4,3,2,3,4,5,5,1,5,"SG",1
"308",4,3,5,5,4,3,5,5,5,3,5,1,3,3,4,4,5,3,2,5,3,1,2,2,5,3,2,"AU",2
"309",5,1,2,1,1,1,2,2,2,1,5,1,1,1,3,1,5,1,1,5,1,1,2,1,5,1,1,"ZA",3
"310",4,3,3,1,1,2,3,3,4,5,1,4,4,2,2,3,2,3,1,4,1,3,1,1,5,3,1,"US",1
"311",4,3,4,4,5,4,4,4,4,2,5,1,2,2,5,1,4,2,4,2,4,2,4,2,5,3,3,"US",1
"312",4,2,2,2,3,2,5,2,4,3,3,2,2,4,4,4,2,3,3,1,1,4,3,2,1,5,1,"US",3
"313",4,3,4,4,4,4,5,3,4,2,4,1,3,2,5,2,3,3,3,4,1,1,3,2,5,2,2,"US",1
"314",4,4,5,4,3,4,5,4,2,1,4,2,2,3,4,2,5,2,4,5,1,1,4,2,3,1,2,"PH",2
"315",5,3,5,4,5,5,4,4,4,5,5,3,5,5,2,2,1,4,2,3,2,5,5,2,4,5,5,"CA",1
"316",5,2,3,2,4,2,5,2,3,4,2,3,3,4,2,3,4,4,1,5,5,2,1,5,5,1,1,"US",1
"317",5,1,1,3,5,4,5,2,4,2,2,2,1,3,2,2,4,2,1,2,1,5,4,2,2,5,1,"US",1
"318",5,3,3,5,5,1,5,1,4,2,5,1,1,5,5,2,3,5,1,5,1,1,1,3,1,1,1,"CA",1
"319",5,4,5,5,5,5,5,3,4,1,5,1,1,1,5,5,5,4,4,5,2,1,5,4,5,1,3,"US",1
"320",5,4,4,4,4,4,5,5,5,4,5,5,4,3,4,3,1,5,3,5,3,4,5,5,4,5,5,"US",3
"321",5,2,4,4,3,4,4,2,4,5,2,2,4,4,5,1,4,4,1,2,3,1,4,2,5,1,3,"US",1
"322",4,2,2,2,2,2,5,1,4,1,3,2,2,2,5,1,5,1,1,2,1,2,4,2,5,3,2,"PH",2
"323",4,4,2,2,1,3,4,2,4,2,3,3,4,1,4,2,1,2,4,1,4,4,4,2,2,2,4,"NO",1
"324",5,5,4,4,5,4,5,4,5,4,1,4,3,5,2,5,2,4,1,2,1,1,3,4,5,4,5,"NZ",1
"325",5,4,0,4,4,4,3,2,4,3,3,2,4,4,4,2,2,4,4,4,4,1,3,3,2,3,1,"IN",1
"326",5,5,4,2,5,4,4,4,4,2,1,2,2,2,1,1,4,5,4,2,5,2,5,5,1,4,5,"US",1
"327",4,2,3,4,3,2,4,2,3,4,5,2,2,3,4,2,4,3,3,4,3,1,4,2,3,1,2,"CA",1
"328",5,3,1,5,3,5,3,3,3,1,5,1,3,1,4,1,3,3,1,5,5,3,5,1,5,1,1,"GB",1
"329",5,4,4,5,4,5,5,5,5,4,2,4,4,4,2,2,1,4,5,1,5,5,5,4,1,4,4,"GB",3
"330",5,5,5,5,5,5,5,5,5,4,5,5,1,5,5,5,1,5,5,1,4,5,5,5,1,5,5,"CA",1
"331",4,5,5,4,5,4,4,5,5,4,1,4,4,5,1,4,2,4,4,2,4,4,4,3,4,4,5,"GB",1
"332",5,1,1,2,1,1,4,1,1,2,5,1,2,1,3,1,5,2,1,4,1,1,4,1,5,1,1,"MY",1
"333",5,3,1,1,3,2,4,4,4,4,4,3,2,3,3,4,2,2,2,1,2,4,4,3,2,5,3,"NZ",1
"334",5,5,5,4,5,5,5,5,5,4,3,4,4,5,1,4,1,4,5,1,5,4,5,4,2,4,3,"PE",3
"335",3,3,2,4,4,4,4,2,5,4,5,2,4,2,4,1,3,4,3,4,2,2,4,1,5,2,3,"US",1
"336",5,5,5,5,5,5,5,5,5,1,5,1,1,1,5,1,1,1,5,4,5,5,5,4,1,4,5,"US",1
"337",5,4,5,4,4,5,5,4,4,4,2,5,2,5,2,3,1,5,4,4,1,3,3,4,5,3,3,"GB",1
"338",4,4,3,4,4,2,4,4,4,5,2,3,4,4,3,4,2,4,3,3,3,3,3,2,3,3,3,"GB",1
"339",5,5,5,4,5,5,5,5,5,4,4,4,3,5,3,4,4,5,3,3,2,1,5,4,4,1,4,"AU",1
"340",4,2,4,3,4,4,4,4,4,2,3,2,2,4,4,2,5,4,4,2,3,2,4,4,4,4,3,"GB",2
"341",5,4,4,4,3,4,5,4,5,4,3,3,2,5,2,3,2,3,2,4,2,1,3,3,4,3,3,"NL",3
"342",5,5,5,3,4,4,5,5,4,3,5,3,2,4,3,2,3,3,3,4,4,2,4,3,2,1,4,"NL",3
"343",4,4,4,4,4,4,4,3,4,4,2,2,2,4,2,2,2,3,4,2,4,4,4,4,2,2,4,"AU",1
"344",4,4,4,4,5,4,4,4,4,3,4,3,2,5,4,2,4,3,4,4,3,1,4,3,5,4,2,"GB",1
"345",3,1,1,1,1,1,3,1,2,4,3,2,2,1,4,1,3,2,1,4,1,1,1,1,2,1,2,"US",1
"346",5,4,2,4,2,2,5,1,3,4,2,2,2,2,5,1,3,1,3,3,1,1,4,2,3,2,1,"GB",1
"347",5,5,5,5,5,5,5,5,5,5,1,5,4,5,1,5,1,5,5,1,5,5,5,5,5,5,5,"AU",1
"348",4,2,2,3,4,5,4,3,5,4,3,5,1,3,5,5,2,3,4,2,2,1,4,2,5,1,3,"GB",1
"349",5,5,2,2,4,4,4,3,4,1,4,2,4,3,4,4,4,3,2,5,2,4,4,5,5,1,4,"GB",2
"350",4,2,2,2,2,2,4,4,2,1,4,1,2,2,4,1,2,2,2,3,2,2,4,2,4,2,3,"GB",1
"351",5,5,5,1,5,4,5,5,5,4,4,5,5,5,1,5,4,5,5,1,5,5,4,4,5,5,5,"US",3
"352",4,4,4,4,4,4,4,2,4,4,3,4,2,3,5,2,2,2,4,2,2,2,2,2,4,2,2,"GB",1
"353",5,3,5,2,1,3,4,3,2,2,2,3,3,5,3,4,5,5,4,5,2,1,4,4,5,1,3,"PH",1
"354",5,5,5,5,5,5,5,5,5,3,5,1,3,5,5,1,3,3,5,5,3,3,5,5,2,4,5,"GB",3
"355",5,5,5,5,5,5,5,5,5,5,1,5,1,5,1,5,1,1,1,5,1,1,1,1,5,1,5,"FI",1
"356",3,1,2,3,2,2,2,1,4,3,5,1,2,2,3,1,4,1,2,5,1,1,3,1,5,1,1,"GB",1
"357",3,3,3,2,3,3,3,3,3,3,1,2,2,2,1,4,3,3,3,3,3,4,5,2,4,4,1,"FI",3
"358",4,4,3,4,3,4,5,3,5,4,1,4,3,5,1,5,1,5,3,2,1,1,1,3,5,3,1,"US",1
"359",5,5,5,5,5,4,5,5,5,4,4,3,2,5,2,1,3,4,3,4,2,1,4,4,1,3,4,"US",1
"360",5,2,2,2,2,2,4,2,1,2,1,2,2,2,5,1,3,3,2,5,2,1,2,2,5,1,1,"RU",1
"361",1,5,5,5,5,5,5,5,5,1,1,1,1,1,5,1,5,1,5,5,1,5,5,5,5,1,1,"ZA",1
"362",4,2,5,3,4,4,4,3,4,5,2,4,2,5,4,2,1,4,4,2,2,2,3,4,5,3,2,"NL",1
"363",4,4,3,3,4,5,5,4,4,1,4,2,2,4,4,3,3,3,3,5,3,1,4,4,2,1,1,"SE",2
"364",4,2,2,4,3,4,5,3,3,3,2,2,2,3,4,4,5,2,3,4,3,1,3,2,2,3,1,"FI",1
"365",5,4,2,4,4,4,4,2,5,4,0,2,1,1,5,4,2,1,5,4,1,2,3,2,3,4,2,"GB",1
"366",5,3,4,4,4,5,5,3,4,3,3,2,2,3,2,2,2,2,4,1,3,2,5,4,2,5,4,"US",2
"367",4,3,3,4,4,3,4,4,2,3,2,3,4,3,3,4,4,5,2,4,2,1,4,3,3,1,3,"CN",3
"368",4,4,4,2,4,4,4,4,4,3,2,3,4,4,2,4,2,4,4,3,4,2,4,5,2,3,4,"GB",1
"369",2,4,1,1,1,1,5,3,3,3,5,1,1,1,5,1,5,2,2,4,1,1,1,2,1,1,1,"GB",1
"370",5,5,5,1,5,5,5,4,5,5,1,5,5,5,2,4,1,5,5,4,5,1,5,5,1,1,4,"US",1
"371",4,4,4,4,4,4,4,4,5,4,1,2,3,4,1,4,2,4,4,2,5,2,4,4,2,4,5,"US",1
"372",4,5,4,5,4,4,4,1,4,4,3,2,4,4,2,4,2,3,2,4,1,1,4,1,5,1,2,"US",2
"373",4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,3,2,4,2,4,3,4,2,3,"GB",1
"374",2,4,2,4,2,4,4,2,5,4,2,3,3,3,3,2,2,2,2,3,2,4,4,4,2,4,3,"US",1
"375",4,3,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,5,4,4,2,1,4,3,3,3,3,"US",3
"376",5,4,4,2,4,5,5,4,4,5,5,5,3,5,4,4,1,4,2,5,3,2,2,3,5,1,4,"US",1
"377",5,4,4,5,4,5,5,4,5,3,5,3,4,4,4,3,1,4,5,4,3,3,3,4,4,1,4,"TR",3
"378",5,4,3,3,4,4,5,3,5,3,5,2,3,3,4,2,1,3,4,4,3,1,5,3,5,1,2,"US",1
"379",3,4,5,2,2,2,5,4,5,3,4,2,2,4,2,1,4,3,2,4,1,4,4,2,3,4,3,"AT",1
"380",4,1,2,3,1,1,4,2,4,1,5,1,1,1,4,2,2,3,2,5,1,1,2,2,5,2,1,"DE",1
"381",4,1,3,4,3,4,5,2,4,1,4,2,1,4,5,1,3,2,3,4,2,1,4,2,4,1,1,"GB",1
"382",5,5,5,5,5,5,5,4,4,4,2,4,4,4,2,3,2,4,4,3,2,2,4,4,4,5,5,"TR",3
"383",5,3,4,4,5,5,5,2,4,4,5,4,3,5,3,5,2,2,5,3,4,5,4,5,5,1,2,"US",1
"384",4,4,3,4,4,4,3,3,4,3,3,3,4,4,2,3,3,4,4,3,4,3,4,3,4,3,3,"GB",3
"385",5,5,4,2,4,4,5,4,4,4,4,4,3,3,4,3,2,2,3,3,3,3,4,3,3,3,2,"BR",3
"386",5,3,3,2,3,4,5,3,4,4,3,4,1,3,2,3,2,4,4,3,4,3,4,4,3,3,4,"PK",1
"387",2,4,3,5,2,3,5,2,4,4,2,2,3,5,4,4,4,5,3,4,2,2,5,3,1,5,4,"US",2
"388",5,5,5,5,5,5,5,5,5,3,5,2,1,5,5,5,5,5,5,2,2,1,5,2,5,1,3,"GB",1
"389",2,5,3,2,5,3,2,4,5,1,5,1,1,3,5,4,4,3,4,3,4,4,4,4,5,1,5,"CZ",1
"390",3,1,2,1,1,1,3,2,2,2,4,1,2,2,1,2,4,2,1,4,1,1,2,1,5,1,1,"US",3
"391",3,5,5,5,5,5,5,4,5,1,5,2,1,5,5,5,1,5,3,3,1,5,5,3,5,1,3,"US",2
"392",5,4,5,4,5,5,5,5,4,4,5,4,2,4,2,1,5,5,2,5,4,3,4,5,2,1,5,"US",1
"393",1,4,4,3,4,5,5,5,4,4,4,3,4,3,2,3,1,5,4,2,1,2,4,4,2,2,5,"GB",2
"394",3,3,2,1,3,2,3,2,4,4,1,4,2,2,4,2,4,4,2,3,2,4,3,3,5,1,3,"GB",2
"395",4,2,1,4,2,1,4,1,2,3,4,2,2,2,5,4,2,2,1,2,1,1,1,2,2,1,1,"US",3
"396",5,2,2,2,5,3,4,5,5,1,3,1,2,2,3,4,3,5,4,3,3,3,5,2,5,1,3,"US",3
"397",4,2,2,2,2,2,4,3,3,3,3,3,2,3,3,4,4,4,2,4,2,2,3,2,4,2,3,"US",3
"398",5,5,5,5,5,5,4,5,5,1,5,3,4,5,2,3,1,2,5,1,5,5,5,5,1,1,5,"A1",3
"399",3,2,2,3,4,4,4,2,2,1,3,2,4,4,4,4,2,2,3,5,2,2,3,2,2,3,2,"SE",3
"400",5,4,4,4,5,4,5,5,4,3,4,1,3,3,2,2,1,2,4,5,4,2,4,4,5,3,5,"CH",1
"401",4,4,2,4,4,4,4,4,4,4,2,4,2,4,5,1,1,5,2,2,4,4,3,4,2,3,4,"HU",1
"402",3,3,3,2,3,4,4,3,2,4,2,4,3,4,3,3,4,3,2,2,4,2,4,3,5,1,2,"GB",3
"403",5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,1,5,1,5,5,1,5,5,"SE",1
"404",4,4,4,5,3,2,5,2,4,3,1,2,2,4,4,1,2,4,2,2,2,3,2,3,1,5,2,"GB",2
"405",4,3,3,4,2,3,4,3,5,4,4,3,3,3,4,4,4,3,2,3,2,2,4,4,3,4,3,"GB",2
"406",4,1,4,5,1,1,4,2,1,2,4,3,3,4,1,4,2,1,1,4,1,2,2,1,5,1,1,"US",3
"407",4,3,4,4,4,4,4,2,4,4,4,2,3,4,4,2,4,4,3,3,3,3,4,3,4,2,3,"US",1
"408",5,4,5,5,5,5,5,2,5,2,1,5,4,3,5,5,1,3,5,4,5,2,5,2,2,3,3,"PT",3
"409",5,2,5,4,5,5,5,3,5,2,5,1,5,2,5,3,2,2,3,3,5,4,5,5,1,5,2,"US",2
"410",5,5,4,4,4,4,4,4,3,3,3,2,3,3,2,4,2,3,5,3,3,4,5,4,2,1,3,"GB",1
"411",5,5,4,4,5,5,5,4,5,4,5,1,1,3,4,5,3,2,5,2,4,1,5,3,2,1,5,"US",2
"412",5,1,2,5,5,5,5,5,4,3,3,4,3,4,2,2,3,2,3,2,3,2,5,3,3,4,2,"US",3
"413",5,5,3,3,3,5,5,4,5,4,3,5,4,4,2,4,1,4,4,1,5,5,5,5,3,4,5,"GB",1
"414",3,1,2,3,2,3,3,4,2,2,4,3,3,4,2,2,4,4,1,4,2,1,2,2,5,1,1,"US",1
"415",4,4,4,4,4,3,4,4,4,4,2,3,4,4,2,3,2,4,4,3,3,2,2,3,4,4,2,"GB",1
"416",2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,3,4,3,2,2,1,4,3,2,2,3,2,"GB",3
"417",2,4,3,4,3,3,4,2,4,5,2,4,2,5,4,2,2,4,2,3,2,1,2,2,5,2,2,"US",3
"418",5,2,1,2,5,5,5,3,4,1,5,1,1,1,5,1,4,4,3,5,1,1,4,3,5,1,2,"DE",1
"419",4,1,3,4,1,1,4,4,2,4,3,2,2,3,4,1,4,3,2,4,1,1,2,1,2,1,1,"US",1
"420",4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,2,3,4,2,3,2,4,3,4,3,3,"GB",2
"421",5,5,4,4,5,5,5,5,4,3,3,5,3,3,4,4,4,5,4,5,4,3,5,5,2,1,5,"ZA",2
"422",2,3,1,2,2,2,4,1,5,3,3,4,3,2,2,2,2,3,2,5,1,1,2,1,5,1,2,"GB",1
"423",5,5,5,5,4,4,4,4,4,1,4,2,2,4,4,2,4,4,2,4,5,4,5,3,3,2,4,"US",1
"424",5,1,3,4,1,1,4,2,2,3,5,2,1,2,5,1,5,1,1,4,1,1,1,1,3,1,1,"GB",3
"425",5,3,3,4,4,5,5,2,4,4,4,4,4,2,3,2,2,3,3,4,2,3,4,3,5,1,3,"US",1
"426",1,4,4,5,5,5,4,2,5,4,4,2,4,4,1,5,1,4,1,2,1,1,5,2,1,1,4,"US",1
"427",5,3,1,1,2,1,5,1,5,5,2,1,3,5,3,2,1,3,1,5,2,1,1,1,5,1,1,"NG",1
"428",5,4,3,3,4,5,5,3,4,2,5,3,1,2,4,1,3,3,4,5,4,1,3,4,5,3,1,"IE",1
"429",4,3,3,4,3,1,5,1,4,3,3,2,2,4,3,4,3,2,1,3,1,3,2,2,4,1,2,"GB",1
"430",5,4,4,4,4,5,5,5,5,4,4,4,3,5,4,3,1,4,5,3,5,3,5,4,5,3,3,"GB",3
"431",5,5,5,3,5,4,5,4,4,5,1,4,5,4,1,4,2,4,2,2,5,1,5,4,4,5,5,"GB",1
"432",5,5,3,4,3,5,4,2,4,2,4,2,2,4,4,3,2,4,4,2,2,5,2,5,4,3,4,"GB",1
"433",5,4,3,2,4,5,5,4,5,4,2,3,4,3,2,4,2,5,4,1,2,3,4,4,1,4,3,"US",1
"434",5,4,2,4,4,4,5,3,4,4,4,2,4,4,4,2,2,4,3,2,3,2,5,4,4,3,2,"CA",1
"435",5,4,3,1,4,5,5,4,5,4,2,4,2,3,4,4,3,3,3,3,3,2,5,4,3,1,3,"US",3
"436",4,4,4,4,4,3,4,3,4,4,2,3,3,4,3,4,3,3,4,2,3,4,4,2,2,4,3,"GB",1
"437",4,2,3,4,1,1,4,2,4,3,5,2,2,4,2,1,4,4,1,4,2,1,1,1,5,1,2,"US",3
"438",5,5,3,2,5,3,5,5,5,3,5,1,1,3,1,1,2,5,5,3,2,1,5,5,2,1,2,"US",2
"439",4,4,2,4,4,4,4,2,3,2,4,2,2,3,4,2,4,2,4,4,4,2,4,2,2,4,2,"GB",1
"440",5,3,2,2,1,2,4,2,2,4,3,1,4,4,3,4,3,3,2,1,1,0,3,2,2,4,1,"US",1
"441",4,2,2,4,4,5,3,2,4,3,2,2,1,5,1,3,1,4,1,2,3,2,5,4,2,1,4,"ID",3
"442",4,3,4,4,4,4,5,5,5,2,5,2,4,4,2,3,5,3,3,3,2,2,4,5,4,5,4,"US",3
