"","HSNS1","HSNS2","HSNS3","HSNS4","HSNS5","HSNS6","HSNS7","HSNS8","HSNS9","HSNS10","DDP1","DDP2","DDP3","DDP4","DDN1","DDN2","DDN3","DDN4","DDM1","DDM2","DDM3","DDM4","age","gender","accuracy","country"
"239",3,2,1,1,2,4,1,1,4,4,1,1,4,4,2,1,1,1,4,4,2,1,34,1,90,"US"
"240",4,2,2,4,3,4,4,4,4,2,1,1,3,4,5,4,2,2,3,2,4,2,36,2,90,"US"
"241",4,4,5,1,2,5,4,2,4,2,2,1,4,3,3,5,4,1,1,2,1,1,29,2,95,"BE"
"242",4,2,4,2,4,4,4,3,3,1,3,1,1,2,4,4,2,2,2,4,2,1,18,2,89,"US"
"243",5,1,5,1,5,5,5,5,5,5,3,3,5,3,5,1,3,5,4,3,2,3,23,1,80,"US"
"244",3,1,3,3,4,4,2,4,5,3,4,2,3,5,1,1,2,1,4,4,4,3,20,1,60,"US"
"245",2,3,5,4,5,5,3,5,4,4,5,5,5,5,4,4,3,2,4,4,4,3,29,1,90,"US"
"246",4,3,2,4,4,5,1,5,5,4,4,5,5,5,5,2,5,3,4,4,5,4,20,1,100,"CA"
"247",5,2,2,5,5,4,2,5,3,5,3,4,5,3,5,3,0,3,5,5,5,4,28,1,90,"US"
"248",2,2,2,2,2,4,2,2,2,4,4,1,4,5,3,4,2,1,2,2,4,2,43,1,85,"QA"
"249",4,2,4,3,3,3,2,3,3,4,2,2,2,4,2,3,2,5,3,4,4,2,50,1,95,"US"
"250",5,5,5,4,2,5,5,2,5,1,4,5,4,4,5,5,5,4,3,5,2,3,19,2,70,"HR"
"251",5,1,2,2,5,5,1,5,2,5,2,1,5,5,4,2,3,3,2,1,2,1,42,2,90,"US"
"252",2,4,2,2,5,5,4,5,4,5,2,2,5,4,2,1,1,2,1,4,1,1,55,1,95,"US"
"253",3,4,4,2,2,4,4,1,4,1,2,2,2,2,4,4,2,2,1,3,1,2,19,2,70,"HR"
"254",5,3,4,4,3,5,4,4,4,3,4,4,4,4,4,2,2,4,2,4,4,2,46,2,85,"US"
"255",2,4,5,2,5,4,5,5,4,4,4,4,2,5,4,2,4,4,3,4,1,2,23,1,80,"FR"
"256",4,2,4,4,4,4,2,5,4,2,2,2,2,4,4,3,2,2,4,2,3,2,43,2,90,"US"
"257",4,2,2,3,2,4,2,3,3,3,2,2,2,2,3,3,2,1,1,3,3,1,32,2,100,"US"
"258",4,4,5,2,3,3,4,3,2,1,2,1,2,2,4,3,3,2,3,4,1,2,29,2,90,"US"
"259",2,4,3,2,2,3,4,2,4,2,3,2,4,4,3,3,2,2,2,4,2,1,25,2,70,"US"
"260",4,1,4,5,5,5,2,4,4,5,5,4,4,5,4,2,4,1,2,1,2,3,26,1,70,"SE"
"261",4,4,4,4,2,4,4,2,4,2,2,2,2,5,4,3,2,4,1,2,2,1,32,2,90,"US"
"262",3,3,2,1,2,4,3,4,3,2,2,3,3,1,1,1,1,3,2,4,2,1,31,1,90,"GB"
"263",4,3,4,3,3,4,3,3,4,2,4,2,4,3,4,3,4,3,4,4,4,3,25,1,75,"US"
"264",3,4,4,3,3,4,4,3,4,3,2,3,2,3,3,2,3,3,3,4,4,2,43,2,95,"US"
"265",4,4,2,2,3,4,4,4,4,3,2,4,2,3,5,5,4,2,3,2,4,4,31,1,90,"AU"
"266",4,2,4,3,3,4,4,5,4,2,5,4,4,5,4,4,4,4,5,4,4,5,27,1,90,"AR"
"267",4,1,3,1,3,2,3,2,1,1,2,1,2,4,1,3,3,1,1,4,1,3,21,1,80,"MX"
"268",2,2,4,3,4,4,4,2,3,1,4,1,2,2,4,4,2,4,2,4,2,2,21,1,98,"MY"
"269",5,1,3,1,3,3,1,5,1,1,1,1,2,2,2,2,2,1,2,4,1,2,21,1,80,"MX"
"270",5,5,5,1,5,5,4,4,4,2,4,1,1,3,4,4,1,1,4,5,5,1,27,1,90,"US"
"271",5,3,5,2,2,5,2,3,2,2,4,2,4,4,5,4,2,2,2,4,2,4,17,1,95,"US"
"272",5,4,5,2,2,4,3,3,3,2,2,2,2,3,5,3,4,2,3,5,2,3,17,2,80,"US"
"273",5,4,1,3,3,5,3,4,2,3,1,1,1,4,1,1,1,1,1,1,1,1,35,2,100,"US"
"274",2,5,5,1,1,3,3,3,3,2,1,2,1,2,3,2,3,2,3,4,2,3,17,2,80,"US"
"275",2,1,1,2,1,5,4,1,4,1,4,1,3,2,5,5,4,3,3,2,2,1,17,1,100,"US"
"276",5,2,5,2,4,5,2,4,5,4,3,1,4,4,2,5,1,2,2,2,1,1,43,1,100,"US"
"277",5,1,1,1,1,5,4,4,1,4,4,4,5,4,1,1,1,1,1,2,1,1,22,1,79,"AR"
"278",5,1,1,1,2,4,2,4,2,4,5,2,5,3,1,1,1,1,1,2,1,1,22,1,82,"AR"
"279",0,1,1,1,5,5,5,5,1,1,5,5,5,5,1,1,0,1,5,5,5,1,18,2,100,"US"
"280",5,4,4,1,4,5,4,4,4,1,2,2,3,4,4,3,2,2,2,4,3,2,37,2,98,"US"
"281",2,2,2,2,5,3,2,3,2,2,4,4,3,4,3,4,3,3,3,4,4,3,41,1,90,"US"
"282",3,3,2,1,3,4,4,2,3,2,3,5,4,4,4,3,3,2,2,2,2,2,46,1,80,"US"
"283",4,4,4,1,3,4,4,2,5,2,2,1,4,3,2,1,2,2,2,3,4,2,31,1,100,"US"
"284",5,4,4,1,4,4,4,5,4,1,1,1,1,5,4,4,3,3,3,4,2,2,21,2,90,"US"
"285",3,1,2,4,5,3,2,5,2,5,5,4,5,4,3,2,3,3,4,4,4,3,16,2,99,"US"
"286",1,2,2,2,4,1,1,4,2,4,4,4,2,5,4,1,2,2,4,4,2,2,18,1,50,"AU"
"287",5,3,4,5,5,5,4,4,4,4,5,5,4,5,4,3,3,3,4,3,4,3,16,1,90,"HK"
"288",4,4,4,2,4,4,4,2,4,2,2,2,2,2,4,4,4,2,3,3,3,2,17,1,90,"HK"
"289",3,2,1,1,4,4,3,4,3,2,3,1,3,3,1,1,1,2,1,1,1,1,31,1,100,"CA"
"290",5,5,5,4,2,4,4,5,4,4,1,1,4,4,2,4,3,3,1,4,5,1,16,1,80,"HK"
"291",5,3,5,4,4,4,5,5,4,5,3,5,2,5,5,4,5,4,5,4,4,4,17,1,60,"IN"
"292",4,4,4,4,2,4,4,3,4,1,5,5,4,4,3,3,3,2,4,5,4,3,22,1,70,"ES"
"293",5,2,3,2,4,3,4,4,4,2,1,2,3,4,5,3,4,3,3,4,3,3,39,1,85,"US"
"294",5,2,4,3,3,4,2,4,5,3,2,4,4,4,5,3,4,4,3,4,3,3,21,1,75,"RO"
"295",4,4,3,4,4,4,5,4,4,2,4,3,5,4,4,2,3,1,4,4,4,3,20,2,70,"US"
"296",4,4,4,2,4,4,4,4,4,2,2,1,3,3,4,3,4,2,2,1,4,2,19,2,50,"DE"
"297",4,4,3,2,2,3,4,2,3,1,1,1,2,4,4,4,2,2,2,4,4,1,22,2,98,"US"
"298",4,4,3,3,4,4,4,2,4,2,2,1,3,4,4,4,2,4,2,2,2,1,20,2,70,"US"
"299",3,1,4,3,3,5,3,3,5,1,5,4,3,5,3,2,3,2,4,5,5,1,16,2,99,"US"
"300",5,5,5,4,2,4,5,4,4,2,1,1,1,1,5,5,4,1,1,4,4,2,26,1,95,"US"
"301",5,5,5,2,5,5,5,5,5,4,4,2,3,5,5,5,2,2,1,2,4,1,22,3,80,"GB"
"302",2,3,4,2,5,3,4,4,5,1,2,2,4,3,4,4,4,3,2,4,4,1,32,2,90,"MC"
"303",2,4,5,2,2,4,3,4,3,2,2,3,2,4,4,1,2,2,3,4,4,2,21,2,75,"GB"
"304",4,4,2,2,5,4,4,4,4,4,2,2,4,4,2,2,2,2,2,2,2,2,20,2,80,"CH"
"305",2,4,4,2,2,4,4,3,3,3,2,2,2,4,3,3,4,3,3,3,2,2,41,2,90,"US"
"306",5,5,5,4,2,5,5,5,5,2,1,2,3,5,5,3,4,2,4,4,4,1,51,2,95,"US"
"307",5,1,2,4,4,4,2,4,5,2,5,0,4,3,3,3,4,3,3,4,3,4,19,1,99,"US"
"308",2,1,3,2,3,4,2,2,2,2,1,1,3,4,1,1,3,1,1,4,1,3,34,2,80,"US"
"309",2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,3,4,2,44,2,95,"US"
"310",5,5,5,3,2,5,4,1,5,2,1,1,4,5,4,2,1,4,4,4,4,1,31,2,99,"GB"
"311",3,1,1,2,2,4,2,2,4,2,2,2,4,5,2,2,2,2,4,3,4,2,32,1,90,"GB"
"312",4,1,2,3,4,5,2,5,4,2,3,1,4,5,3,1,3,1,2,4,1,1,26,2,85,"US"
"313",5,5,5,4,5,5,5,5,5,2,5,3,5,5,5,5,5,5,5,4,5,4,25,1,60,"US"
"314",5,2,3,3,4,5,4,3,5,2,4,4,3,3,3,2,3,4,4,4,3,3,22,1,100,"US"
"315",5,5,4,1,1,4,5,1,4,2,1,1,2,3,4,4,4,4,2,4,4,1,29,2,75,"JM"
"316",4,5,5,1,2,4,5,5,5,2,5,5,2,4,5,5,5,4,5,5,5,4,19,2,99,"TT"
"317",5,2,5,4,3,5,2,5,4,4,2,2,3,2,4,3,4,4,4,4,2,3,21,2,75,"SG"
"318",5,1,5,5,5,5,1,4,4,5,5,2,5,5,3,4,5,2,5,4,5,5,18,1,85,"US"
"319",4,5,3,5,5,5,5,4,5,1,2,2,2,2,5,5,4,3,3,5,3,4,16,2,80,"ES"
"320",5,4,4,2,4,5,4,4,4,2,4,4,4,4,3,3,3,3,4,4,3,3,26,1,83,"US"
"321",4,1,5,2,4,4,1,3,4,3,1,1,1,5,5,2,1,1,1,3,2,1,29,1,85,"US"
"322",3,3,3,2,3,4,3,4,4,4,2,2,3,3,4,4,3,2,2,3,2,2,18,1,85,"US"
"323",1,3,4,2,3,4,1,1,5,2,2,1,4,5,4,3,2,2,2,4,2,1,18,0,97,"US"
"324",5,4,5,4,3,4,4,5,4,5,3,4,3,5,4,3,5,3,4,5,5,4,24,1,95,"US"
"325",4,3,4,3,4,4,4,3,5,3,5,4,3,5,4,4,4,4,5,5,4,4,27,1,100,"GB"
"326",3,2,2,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,47,2,90,"IN"
"327",4,4,2,2,1,4,4,1,4,1,1,1,1,3,4,4,2,2,2,3,2,1,31,2,75,"US"
"328",2,4,2,4,2,2,4,2,4,1,1,1,2,4,3,2,2,2,1,4,2,2,54,2,90,"US"
"329",3,4,4,3,1,4,4,2,4,1,1,2,4,4,4,4,4,4,2,4,2,2,17,1,95,"GB"
"330",2,4,4,2,2,4,4,2,4,1,1,2,2,4,3,3,3,3,2,1,2,1,60,2,95,"TH"
"331",3,2,2,3,4,3,4,3,4,2,1,3,3,4,4,4,4,2,4,5,4,2,41,1,85,"CA"
"332",2,3,2,2,2,2,3,2,4,1,2,1,1,2,4,4,4,2,2,2,3,1,54,2,90,"US"
"333",3,4,2,4,4,2,4,4,2,2,4,2,4,4,4,3,4,2,4,2,4,4,48,1,90,"US"
"334",2,4,1,2,2,2,2,2,2,2,1,1,2,2,4,4,2,1,1,2,4,1,67,2,90,"US"
"335",5,1,1,3,4,5,3,3,1,3,5,5,4,5,1,1,1,3,2,4,3,3,56,1,10,"US"
"336",3,3,2,3,3,5,3,2,4,2,2,2,2,5,5,2,4,3,3,4,2,3,26,1,99,"US"
"337",4,3,4,4,2,4,4,3,4,3,2,1,3,4,4,4,3,2,1,2,1,1,23,1,80,"CO"
"338",2,3,4,2,2,2,2,2,3,2,1,2,1,4,4,2,2,3,1,2,3,1,20,1,85,"IE"
"339",4,4,4,2,2,4,4,2,4,1,2,2,4,4,4,4,3,4,2,3,2,2,17,1,100,"GB"
"340",3,2,2,4,3,4,3,4,4,3,4,2,4,5,4,4,4,2,2,3,2,3,28,1,88,"US"
"341",2,4,4,4,4,5,4,4,4,4,1,2,4,5,4,2,4,4,1,4,4,2,20,1,90,"US"
"342",5,2,4,3,3,5,4,4,5,4,5,4,5,2,5,4,3,5,5,5,5,4,46,2,100,"US"
"343",5,5,5,2,5,5,5,5,5,1,1,2,1,4,5,5,4,5,5,5,4,5,18,2,90,"CA"
"344",2,1,2,2,1,4,4,1,3,1,2,1,5,5,2,1,2,3,4,3,2,3,15,2,100,"US"
"345",2,4,4,1,1,5,4,3,4,2,2,1,3,5,4,4,2,2,2,3,3,2,27,1,95,"JP"
"346",2,4,1,2,4,4,2,1,4,3,2,2,1,4,4,3,2,2,2,4,2,1,22,2,80,"VN"
"347",1,4,2,2,1,4,4,2,2,1,1,1,1,3,5,4,2,2,5,4,5,2,50,2,90,"US"
"348",5,4,2,4,1,4,4,4,4,1,1,2,3,3,4,4,4,2,1,3,2,2,19,3,80,"US"
"349",5,3,5,3,3,5,4,4,5,1,4,2,5,5,5,5,5,4,4,5,5,2,28,1,100,"US"
"350",3,4,5,2,3,4,4,3,3,0,5,1,1,4,2,2,1,1,5,2,1,1,35,1,90,"AU"
"351",2,2,4,5,4,4,4,4,4,5,5,5,4,3,4,4,5,2,4,5,4,4,27,1,80,"GB"
"352",2,4,2,2,2,2,4,2,4,2,1,2,2,3,4,4,3,3,3,2,2,2,16,1,80,"US"
"353",4,4,5,1,1,0,2,5,5,1,2,1,1,4,5,4,4,4,1,2,1,1,15,1,95,"US"
"354",5,4,5,3,5,5,4,4,4,4,3,4,5,4,4,4,5,4,4,4,2,4,17,1,100,"PH"
"355",5,4,2,3,2,4,4,3,1,4,4,4,5,4,1,1,1,3,5,5,4,5,13,1,77,"PH"
"356",3,5,5,4,3,4,2,4,4,3,3,3,5,3,4,4,5,4,4,4,2,2,23,2,9,"NZ"
"357",4,1,4,2,4,4,3,3,2,2,2,3,2,3,4,3,2,3,5,2,5,4,32,1,85,"RO"
"358",3,3,4,2,4,4,3,4,4,1,1,2,2,3,4,4,2,1,2,3,2,2,23,1,98,"US"
"359",3,2,3,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,24,1,85,"US"
"360",4,4,5,2,4,4,4,4,4,2,2,2,2,4,4,2,1,1,2,2,4,2,33,1,80,"GB"
"361",4,4,4,3,4,4,4,4,4,4,3,3,4,5,4,2,2,4,4,4,4,3,42,1,90,"US"
"362",4,4,4,2,2,2,3,3,2,1,2,2,2,3,4,2,2,2,2,4,3,2,25,2,95,"GB"
"363",5,4,2,1,1,3,5,1,1,1,1,1,1,1,2,1,2,1,1,2,3,1,45,2,100,"SA"
"364",5,5,5,5,5,5,5,5,5,5,3,4,5,5,2,4,2,4,4,5,4,4,43,2,100,"CA"
"365",5,2,4,5,5,5,3,4,4,3,1,1,3,5,4,3,4,4,1,5,5,2,32,1,8,"US"
"366",5,3,5,3,2,5,4,2,5,2,2,2,5,3,5,5,5,4,5,5,5,2,21,2,97,"MX"
"367",4,3,4,2,2,2,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,25,2,75,"US"
"368",2,2,5,1,2,4,2,2,4,2,4,2,5,4,4,2,5,2,4,4,2,2,20,1,85,"US"
"369",5,1,5,2,5,5,1,5,3,3,5,5,5,5,4,1,5,2,5,5,1,5,18,1,90,"US"
"370",4,4,3,2,4,4,4,2,2,3,2,2,2,5,4,3,3,2,2,4,5,2,23,1,95,"US"
"371",5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,1,100,"NO"
"372",1,1,2,4,3,4,2,4,3,3,2,2,4,4,2,3,2,3,1,4,3,2,30,1,98,"US"
"373",5,3,5,4,4,3,4,4,4,2,2,3,3,4,4,3,4,3,4,4,1,5,23,2,85,"GB"
"374",4,4,4,3,4,4,4,3,4,3,2,3,3,4,4,4,4,4,2,4,4,2,23,1,80,"AU"
"375",2,3,4,2,3,5,3,1,4,2,1,3,2,5,4,4,3,3,3,4,4,2,24,1,60,"HR"
"376",4,1,3,4,1,3,3,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,23,2,80,"DE"
"377",2,2,4,2,4,4,4,2,1,2,2,4,2,5,5,4,5,1,2,5,2,4,25,1,90,"SG"
"378",4,5,4,4,5,5,4,5,4,2,4,5,4,5,3,4,4,5,5,5,4,5,18,1,90,"CA"
"379",5,5,4,5,2,5,4,5,5,4,1,2,1,5,5,4,5,1,4,5,4,1,22,1,80,"GB"
"380",4,3,2,2,2,4,3,4,3,1,1,1,1,3,4,3,3,3,1,2,2,2,29,2,70,"US"
"381",3,2,4,3,4,4,3,3,3,4,4,4,5,5,2,2,2,3,4,4,3,4,23,1,88,"US"
"382",2,3,4,1,2,2,3,4,4,1,1,3,1,3,2,4,1,2,2,2,2,2,31,1,99,"US"
"383",5,4,4,4,3,4,4,4,4,4,1,1,3,3,4,4,4,3,2,2,2,2,20,2,70,"ES"
"384",4,1,4,4,2,5,4,3,4,2,4,2,4,4,5,3,5,2,4,5,4,4,23,1,85,"US"
"385",1,4,2,2,1,3,5,1,1,1,1,1,1,2,5,2,1,1,2,2,1,1,56,2,100,"US"
"386",5,5,5,5,3,4,5,5,5,1,1,1,1,5,4,2,5,5,5,3,4,2,24,2,50,"NO"
"387",4,3,5,3,5,5,4,4,5,1,2,2,4,4,0,1,2,3,4,4,2,3,24,2,85,"FI"
"388",3,4,2,2,4,4,3,4,1,4,1,1,3,5,4,1,2,2,2,1,2,1,46,2,100,"CA"
"389",5,4,5,4,5,4,4,5,5,4,4,4,3,5,4,1,2,2,2,4,4,3,31,2,80,"AU"
"390",5,5,5,4,2,5,5,5,5,1,2,1,4,5,5,5,3,1,4,1,4,1,31,2,99,"US"
"391",4,4,3,1,1,4,5,2,4,1,1,1,1,5,3,3,1,1,1,1,1,1,37,2,75,"US"
"392",5,5,5,1,3,5,4,4,5,1,5,5,3,5,5,5,4,5,5,5,5,5,0,2,100,"US"
"393",5,3,4,3,3,4,4,5,5,2,4,4,3,3,5,5,4,5,5,4,4,3,25,2,50,"US"
"394",5,2,2,1,2,5,4,5,4,2,4,5,5,5,5,5,5,5,5,1,5,5,31,1,95,"US"
"395",5,5,5,5,4,5,5,3,5,1,2,2,3,4,5,5,4,4,5,5,5,4,22,1,100,"US"
"396",4,4,4,3,4,3,3,4,3,4,2,3,3,3,4,1,3,1,1,3,2,1,30,2,80,"US"
"397",5,1,3,4,5,5,2,4,5,4,5,3,3,5,5,2,4,2,4,4,3,4,38,1,98,"KR"
"398",5,1,4,4,4,4,3,4,4,5,5,4,5,3,5,5,5,2,5,5,4,4,19,1,100,"LV"
"399",5,3,5,2,4,5,5,5,3,3,4,2,4,3,5,3,3,5,5,5,5,4,20,1,100,"US"
"400",5,5,4,5,5,5,5,5,5,3,3,5,4,5,5,5,4,3,2,2,5,1,24,1,70,"US"
"401",5,5,5,1,1,5,5,1,1,1,1,1,1,5,1,1,1,1,4,4,4,1,33,2,100,"US"
"402",2,3,2,2,3,2,3,2,4,2,1,2,4,5,3,2,3,3,4,1,4,2,31,2,85,"US"
"403",4,5,3,3,2,5,2,1,4,2,3,1,5,3,1,1,4,1,4,4,4,0,19,1,99,"RO"
"404",5,2,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,22,1,85,"PK"
"405",3,5,3,2,2,4,4,3,3,2,2,2,2,2,4,4,4,3,3,3,4,2,22,2,90,"AU"
"406",4,5,5,3,4,4,4,4,4,3,1,2,3,4,2,1,2,2,2,3,3,2,30,1,80,"CA"
"407",5,3,4,1,3,5,4,4,4,1,3,5,4,4,5,4,4,2,3,4,4,3,18,2,85,"US"
"408",4,4,4,1,4,2,3,1,4,2,1,1,3,4,2,2,1,1,1,2,2,1,25,2,80,"IT"
"409",4,4,4,4,3,4,1,4,4,4,4,3,4,4,4,5,4,4,4,5,4,4,35,1,90,"US"
"410",4,2,4,3,2,3,3,1,2,3,4,2,4,5,4,4,2,2,4,3,2,2,15,2,90,"US"
"411",4,3,3,3,5,3,4,4,5,3,4,4,5,5,4,4,4,3,4,4,3,4,16,2,80,"AU"
"412",3,3,2,3,2,4,2,2,4,3,2,2,2,2,2,2,2,2,2,2,3,2,16,2,50,"AU"
"413",5,2,3,3,4,5,4,4,3,3,3,4,5,4,2,2,2,3,3,5,5,4,27,1,85,"US"
"414",5,1,2,2,2,4,4,2,4,2,4,2,4,3,4,3,4,2,1,4,2,1,16,1,95,"US"
"415",4,4,4,2,2,4,4,1,3,2,2,4,2,4,5,5,4,2,1,4,3,2,17,2,80,"US"
"416",4,4,4,5,4,4,4,4,4,2,4,4,4,5,4,4,4,2,3,4,2,3,20,1,85,"AU"
"417",4,1,4,3,4,2,1,2,1,2,1,2,2,4,2,1,1,1,1,1,1,1,19,2,100,"IN"
"418",5,5,3,2,5,5,5,5,4,2,2,3,2,5,4,4,4,2,3,4,2,3,19,1,50,"NZ"
"419",4,4,4,3,2,4,4,2,5,1,1,2,1,2,5,5,4,3,2,2,3,2,18,2,85,"SG"
"420",5,1,4,5,3,5,2,4,5,1,4,2,4,4,4,1,2,2,2,4,2,2,34,1,90,"US"
"421",3,2,2,3,4,5,2,4,2,4,3,3,4,4,3,3,3,2,2,2,2,2,22,2,75,"FI"
"422",2,1,5,1,3,2,4,1,5,1,3,1,2,5,1,1,2,4,1,3,3,1,20,2,90,"FR"
"423",5,4,3,5,1,5,4,5,5,2,4,2,1,1,5,5,5,5,5,5,5,4,19,2,100,"US"
"424",4,4,1,3,2,5,5,4,1,1,2,4,5,5,4,4,4,5,5,5,4,4,50,1,95,"CA"
"425",3,2,5,2,2,4,4,4,1,4,1,2,4,4,4,1,4,3,1,3,1,2,15,1,80,"GB"
"426",3,4,3,2,2,2,2,1,2,1,1,1,1,1,3,3,2,1,1,3,2,1,30,2,80,"US"
"427",4,3,3,2,2,5,2,3,4,1,4,1,3,4,5,4,3,1,2,5,1,3,20,1,89,"US"
"428",3,5,3,3,3,3,2,2,4,3,4,2,2,3,4,5,4,4,2,3,3,3,27,1,80,"RS"
"429",5,3,4,4,3,5,5,5,4,3,5,5,5,3,5,4,5,3,5,4,5,3,30,0,90,"US"
"430",2,4,5,4,1,4,4,2,2,1,2,2,1,3,3,3,3,1,2,4,2,1,35,2,95,"US"
"431",5,4,4,2,5,4,4,4,4,4,5,5,4,4,5,4,4,4,5,5,4,4,29,1,95,"SG"
"432",5,4,3,5,5,5,4,5,3,5,5,5,5,5,4,4,4,0,4,5,4,5,53,1,100,"US"
"433",4,1,5,4,4,4,2,5,4,1,3,1,5,3,4,4,4,2,2,4,1,3,18,2,85,"US"
"434",2,4,4,2,2,4,2,1,3,2,3,2,2,3,2,2,3,1,3,2,2,1,21,2,85,"US"
"435",5,5,4,4,1,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,50,2,87,"CA"
"436",5,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,18,1,90,"US"
"437",5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,18,1,90,"US"
"438",5,4,5,2,2,5,4,1,4,2,1,1,4,1,4,4,5,4,4,3,4,1,22,1,95,"AU"
"439",4,2,2,1,1,5,4,2,3,2,1,2,1,1,4,3,2,1,1,4,4,1,21,1,80,"AU"
"440",2,4,3,3,2,4,4,2,3,3,2,2,2,2,4,4,3,2,3,4,4,2,36,1,70,"GB"
"441",5,5,5,4,3,4,4,5,4,3,1,1,2,4,4,5,4,4,1,2,3,1,58,1,75,"NL"
"442",5,5,5,3,4,5,5,3,5,2,4,2,3,4,5,5,3,3,5,4,4,4,32,2,80,"TR"
"443",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,1,25,"PL"
"444",2,2,4,2,2,4,2,2,4,1,2,1,2,4,4,4,4,4,2,4,2,2,15,1,100,"US"
"445",5,5,5,5,2,5,5,3,5,2,4,3,2,1,5,5,5,2,5,5,5,4,19,2,95,"CA"
"446",3,4,3,2,2,4,4,4,5,4,2,1,2,3,5,5,2,4,2,3,2,4,21,2,90,"RO"
"447",4,4,5,2,2,5,4,4,5,1,1,1,4,5,5,4,4,2,3,4,2,3,20,1,80,"DK"
"448",5,5,4,1,3,4,5,5,4,4,5,5,2,4,5,5,4,4,5,5,4,4,23,1,90,"PK"
"449",5,1,3,3,4,5,2,4,4,4,4,2,4,1,3,1,3,3,4,4,4,4,19,1,50,"US"
"450",4,2,2,2,4,4,4,4,3,4,2,3,4,4,4,4,4,2,3,4,4,3,23,1,85,"US"
"451",4,1,2,1,2,4,2,2,2,1,4,4,4,5,2,2,3,2,4,4,4,4,19,1,75,"US"
"452",3,3,3,3,4,3,3,2,4,1,3,2,3,3,3,3,4,2,2,4,2,4,20,1,95,"CA"
"453",5,2,3,3,4,5,2,5,4,2,3,4,4,3,4,2,5,2,5,5,5,4,25,1,100,"US"
"454",5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,30,1,100,"TR"
"455",4,3,3,2,3,4,4,2,4,2,1,1,2,3,4,3,3,2,3,3,3,2,18,2,90,"MX"
"456",2,1,2,2,4,5,1,3,2,2,4,4,4,5,4,2,4,3,3,2,2,2,18,1,1,"AU"
"457",3,1,2,3,4,4,3,3,2,3,3,2,4,4,4,3,4,2,4,2,2,3,19,1,90,"US"
"458",4,2,2,5,5,4,1,4,5,3,5,5,4,5,5,4,5,3,4,4,4,4,17,1,90,"US"
"459",4,4,3,5,1,4,3,3,2,1,1,1,1,5,4,3,3,3,4,4,3,3,32,3,50,"SE"
"460",3,1,2,3,4,5,2,4,3,3,5,5,5,5,5,4,4,3,4,5,4,4,35,1,95,"US"
"461",2,2,2,2,2,4,2,2,4,3,2,2,3,4,3,2,2,3,2,3,2,3,54,1,100,"CA"
"462",3,5,5,3,2,5,4,1,4,2,2,1,2,3,3,2,3,1,3,4,2,2,19,1,94,"US"
"463",3,4,3,1,2,3,4,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,27,2,95,"AU"
"464",5,5,5,5,5,5,5,5,5,3,5,1,1,1,1,1,5,1,5,5,1,5,54,2,100,"US"
"465",4,1,2,1,4,5,1,4,2,4,4,4,5,4,3,2,3,4,4,5,4,4,20,2,100,"US"
"466",3,3,4,2,3,5,4,1,3,2,4,2,4,4,2,1,3,2,2,2,1,2,16,2,90,"AU"
"467",5,2,2,1,1,1,4,4,2,1,3,2,2,1,4,4,1,1,4,4,3,1,41,1,85,"FI"
"468",3,4,4,2,3,4,4,2,2,2,1,1,2,4,4,3,2,1,3,4,3,2,45,2,95,"US"
"469",5,2,1,4,3,4,2,4,4,3,4,5,5,4,3,4,3,1,5,5,5,5,17,2,89,"US"
"470",2,4,4,3,2,2,3,2,4,2,2,2,2,5,4,4,3,3,3,2,4,2,31,2,80,"IM"
"471",3,1,3,2,4,4,2,2,2,1,2,4,4,4,2,1,1,2,4,4,3,4,18,2,87,"US"
"472",2,2,4,3,2,3,4,3,4,3,2,2,4,3,2,2,4,2,1,1,1,1,19,2,90,"US"
"473",3,4,4,2,1,4,5,1,4,4,4,4,2,4,1,1,1,2,4,4,4,4,17,1,96,"US"
"474",4,4,1,1,2,4,4,1,4,2,1,1,3,1,4,4,4,2,2,2,4,1,32,2,50,"US"
"475",2,1,2,5,4,4,4,2,1,3,3,2,3,4,5,4,5,1,2,4,2,2,13,1,75,"US"
"476",1,2,4,4,3,3,2,2,4,1,3,5,3,3,5,5,5,2,1,4,5,2,16,1,85,"US"
"477",5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,3,5,4,4,21,1,8,"CA"
"478",2,5,4,4,5,2,5,4,3,4,3,3,4,4,3,3,3,3,2,3,3,2,17,1,65,"GR"
"479",5,3,4,4,2,4,4,4,4,4,2,4,4,4,4,2,2,4,4,5,4,4,33,1,90,"US"
