"A","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","elapse","NPI_Score","AR","gender","age"
147,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,195,1.45,,1,33
148,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,0,2,1,2,2,0,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,2,1,1,349,1.4,,1,29
149,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,2,254,1.45,,2,31
150,1,2,2,1,2,1,1,1,1,0,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,231,1.4,,1,27
151,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,2,2,309,1.525,,2,22
152,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,266,1.525,,1,28
153,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,434,1.45,,1,16
154,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,0,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,344,1.5,,2,22
155,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,1,296,1.475,,1,21
156,1,2,2,1,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,307,1.575,,2,39
157,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,1,205,1.475,,1,33
158,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,528,1.575,,2,75
159,2,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,237,1.575,,1,23
160,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,297,1.625,,1,40
161,1,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,215,1.55,,2,26
162,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2,199,1.6,,1,34
163,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,0,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,263,1.475,,1,28
164,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,254,1.4,,1,23
165,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,0,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,358,1.325,,1,66
166,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,414,1.475,,2,19
167,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,1,313,1.525,,1,35
168,1,2,2,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,1,2,247,1.55,,2,44
169,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,261,1.5,,1,30
170,1,2,2,1,0,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,136,1.525,,1,58
171,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,293,1.525,,2,68
172,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,512,1.475,,2,60
173,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,282,1.575,,2,19
174,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,251,1.575,,2,51
175,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,304,1.475,,1,25
176,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,237,1.6,,1,26
177,2,2,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,2,140,1.475,,2,22
178,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,301,1.525,,1,62
179,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,316,1.65,,1,18
180,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,143,1.625,,2,19
181,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,363,1.525,,1,45
182,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,392,1.45,,1,19
183,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,324,1.575,,1,43
184,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,244,1.55,,1,25
185,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,236,1.35,,1,22
186,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,377,1.5,,1,19
187,1,2,2,1,2,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1,169,1.525,,2,50
188,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,444,1.575,,2,30
189,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,293,1.5,,2,54
190,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,0,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,1,1674,1.5,,1,24
191,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,230,1.525,,2,37
192,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,207,1.525,,2,18
193,1,2,2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,324,1.575,,2,60
194,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,205,1.525,,2,27
195,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,0,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,104,1.55,,2,20
196,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,2,292,1.475,,2,24
197,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,283,1.575,,2,21
198,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,387,1.625,,2,58
199,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,425,1.6,,1,13
200,1,2,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1,2,807,1.5,,1,28
201,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,1,1,265,1.475,,2,58
202,1,2,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,209,1.45,,1,35
203,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,2,373,1.5,,1,17
204,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,428,1.325,,1,34
205,1,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,698,1.4,,1,26
206,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,212,1.55,,2,46
207,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,241,1.525,,1,49
208,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,345,1.5,,2,46
209,1,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,0,1,287,1.575,,1,52
210,1,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,294,1.525,,2,25
211,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,1,2,188,1.5,,1,40
212,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,245,1.5,,1,41
213,1,2,2,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,173,1.475,,2,54
214,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,0,1,2,2,0,2,1,0,2,1,617,1.35,,1,22
215,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,170,1.525,,1,30
216,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,1,502,1.5,,1,28
217,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,257,1.475,,1,56
218,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,154,1.55,,2,26
219,2,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,2,232,1.5,,1,31
220,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,518,1.375,,2,23
221,1,2,1,1,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,349,1.475,,2,22
222,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,262,1.5,,1,24
223,1,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,283,1.55,,1,38
224,1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,2,2,328,1.55,,2,19
225,2,2,2,1,1,2,1,1,1,1,1,2,2,0,1,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,295,1.45,,2,20
226,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,0,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,0,2,2,2,1,1,179,1.5,,1,26
227,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,324,1.525,,1,15
228,2,2,2,1,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,194,1.525,,2,27
229,1,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,271,1.525,,1,47
230,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,277,1.425,,2,30
231,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,1,266,1.425,,1,16
232,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,2,469,1.5,,2,30
233,2,1,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,461,1.45,,1,18
234,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,206,1.55,,2,26
235,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,1,207,1.425,,2,28
236,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,159,1.5,,2,50
237,2,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,297,1.55,,1,52
238,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,1,378,1.575,,1,33
239,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,74,1.425,,1,22
240,2,2,2,1,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,1,250,1.55,,1,21
241,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,1,365,1.45,,1,22
242,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2,2,1,159,1.45,,2,18
243,2,1,2,1,1,2,1,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,2,1,1,257,1.45,,1,25
244,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,168,1.45,,1,28
245,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,230,1.425,,1,23
246,1,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,1,2,1,1,356,1.45,,1,17
247,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,279,1.4,,1,33
248,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,2,2,1161,1.575,,1,30
249,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,203,1.5,,1,38
250,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,299,1.55,,1,24
251,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,174,1.575,,2,18
252,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,239,1.575,,1,50
253,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,236,1.3,,2,19
254,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,1,2,166,1.55,,1,46
255,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,0,1,2,1,2,2,2,2,0,311,1.5,,2,16
256,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,2,224,1.375,,1,31
257,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,251,1.5,,2,50
258,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1185,1.6,,2,18
259,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,0,2,2,119,1.425,,2,51
260,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,175,1.675,,1,21
261,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,1,2,856,1.5,,2,23
262,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1485,1.55,,1,31
263,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,248,1.575,,1,31
264,1,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,211,1.5,,1,15
265,1,2,1,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,2,310,1.475,,1,18
266,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,183,1.55,,2,50
267,2,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,1,231,1.425,,2,25
268,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,183,1.55,,2,16
269,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,367,1.5,,1,44
270,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,256,1.625,,1,45
271,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,236,1.65,,2,35
272,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,2,178,1.5,,1,18
273,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,1,1,203,1.45,,1,26
274,2,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,2,1,1,0,1,0,0,1,1,0,1,0,2,0,1,0,0,1,1,2,0,2,2,2,973,0.825,,2,19
275,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,224,1.4,,1,32
276,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,215,1.575,,1,53
277,1,1,2,2,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,2,2,1,1,2,2,236,1.5,,1,15
278,2,2,2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,346,1.5,,2,22
279,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,289,1.55,,1,36
280,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,241,1.6,,1,51
281,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,2,1,2,370,1.4,,1,22
282,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2,2,1,0,366,1.55,,2,52
283,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,208,1.525,,1,14
284,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,271,1.525,,1,51
285,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,2,1,2,2,0,1,2,451,1.575,,1,51
286,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,300,1.4,,1,37
287,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,182,1.525,,2,31
288,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,406,1.4,,1,16
289,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,238,1.35,,1,23
290,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,322,1.375,,1,20
291,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,282,1.525,,2,32
292,1,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,400,1.4,,1,22
293,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,247,1.65,,2,38
294,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,163,1.45,,1,46
